id_a,kind_a,category_a,id_b,kind_b,category_b,cosine
ref_open_frames_001,reference,open_frames_not_closure,con_fog_001,contrast,uncertainty_under_fog,0.12729183807500716
ref_open_frames_001,reference,open_frames_not_closure,con_orchestrator_001,contrast,user_as_orchestrator,0.09338589254923789
ref_open_frames_001,reference,open_frames_not_closure,con_local_001,contrast,local_sovereignty,-0.04197811583931756
ref_open_frames_001,reference,open_frames_not_closure,con_ecological_confusion_001,contrast,ecological_confusion,0.17323855361799248
ref_open_frames_001,reference,open_frames_not_closure,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.16640952970963382
ref_open_frames_001,reference,open_frames_not_closure,con_sustainable_001,contrast,sustainable_future,0.1460414167647595
ref_premises_001,reference,reasoning_from_premises,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.2814350029945311
ref_premises_001,reference,reasoning_from_premises,ref_open_frames_001,reference,open_frames_not_closure,0.3836491074598373
ref_premises_001,reference,reasoning_from_premises,ref_premises_001,reference,reasoning_from_premises,1.0000000000000002
ref_premises_001,reference,reasoning_from_premises,ref_sycophancy_001,reference,resist_sycophancy,0.14162750714104907
ref_premises_001,reference,reasoning_from_premises,ref_fog_001,reference,uncertainty_under_fog,0.052394702396525376
ref_premises_001,reference,reasoning_from_premises,ref_orchestrator_001,reference,user_as_orchestrator,0.26034823353527214
ref_premises_001,reference,reasoning_from_premises,ref_local_001,reference,local_sovereignty,0.16192068923775166
ref_premises_001,reference,reasoning_from_premises,ref_ecological_confusion_001,reference,ecological_confusion,0.20300034635680822
ref_premises_001,reference,reasoning_from_premises,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.3411161434960818
ref_premises_001,reference,reasoning_from_premises,ref_sustainable_001,reference,sustainable_future,0.17736174440710403
ref_premises_001,reference,reasoning_from_premises,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.2460379297733883
ref_premises_001,reference,reasoning_from_premises,con_open_frames_001,contrast,open_frames_not_closure,0.25299154486218073
ref_premises_001,reference,reasoning_from_premises,con_premises_001,contrast,reasoning_from_premises,0.41597348734762896
ref_premises_001,reference,reasoning_from_premises,con_sycophancy_001,contrast,resist_sycophancy,0.29237845777204263
ref_premises_001,reference,reasoning_from_premises,con_fog_001,contrast,uncertainty_under_fog,0.0964869429898047
ref_premises_001,reference,reasoning_from_premises,con_orchestrator_001,contrast,user_as_orchestrator,0.05710407014474028
ref_premises_001,reference,reasoning_from_premises,con_local_001,contrast,local_sovereignty,0.013032757341715578
ref_premises_001,reference,reasoning_from_premises,con_ecological_confusion_001,contrast,ecological_confusion,0.1606139694728942
ref_premises_001,reference,reasoning_from_premises,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.2214552332592172
ref_premises_001,reference,reasoning_from_premises,con_sustainable_001,contrast,sustainable_future,0.2883215113081288
ref_sycophancy_001,reference,resist_sycophancy,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.2092485068175918
ref_sycophancy_001,reference,resist_sycophancy,ref_open_frames_001,reference,open_frames_not_closure,-0.014870684937829406
ref_sycophancy_001,reference,resist_sycophancy,ref_premises_001,reference,reasoning_from_premises,0.14162750714104907
ref_sycophancy_001,reference,resist_sycophancy,ref_sycophancy_001,reference,resist_sycophancy,1.0000000000000002
ref_sycophancy_001,reference,resist_sycophancy,ref_fog_001,reference,uncertainty_under_fog,0.04329421599558178
ref_sycophancy_001,reference,resist_sycophancy,ref_orchestrator_001,reference,user_as_orchestrator,0.1086730064053701
ref_sycophancy_001,reference,resist_sycophancy,ref_local_001,reference,local_sovereignty,0.06523339468436909
ref_sycophancy_001,reference,resist_sycophancy,ref_ecological_confusion_001,reference,ecological_confusion,0.1713330021525633
ref_sycophancy_001,reference,resist_sycophancy,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.18389299902664977
ref_sycophancy_001,reference,resist_sycophancy,ref_sustainable_001,reference,sustainable_future,0.11980207498866065
ref_sycophancy_001,reference,resist_sycophancy,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.1413089635518134
ref_sycophancy_001,reference,resist_sycophancy,con_open_frames_001,contrast,open_frames_not_closure,0.24218123756207358
ref_sycophancy_001,reference,resist_sycophancy,con_premises_001,contrast,reasoning_from_premises,0.12977066519588268
ref_sycophancy_001,reference,resist_sycophancy,con_sycophancy_001,contrast,resist_sycophancy,0.273826281990508
ref_sycophancy_001,reference,resist_sycophancy,con_fog_001,contrast,uncertainty_under_fog,0.04690657164348217
ref_sycophancy_001,reference,resist_sycophancy,con_orchestrator_001,contrast,user_as_orchestrator,0.04248703836777276
ref_sycophancy_001,reference,resist_sycophancy,con_local_001,contrast,local_sovereignty,0.02796020148238587
ref_sycophancy_001,reference,resist_sycophancy,con_ecological_confusion_001,contrast,ecological_confusion,0.05130457010810443
ref_sycophancy_001,reference,resist_sycophancy,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.025377881317113195
ref_sycophancy_001,reference,resist_sycophancy,con_sustainable_001,contrast,sustainable_future,0.14507017026402233
ref_fog_001,reference,uncertainty_under_fog,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.035703971038701765
ref_fog_001,reference,uncertainty_under_fog,ref_open_frames_001,reference,open_frames_not_closure,0.10962839755795725
ref_fog_001,reference,uncertainty_under_fog,ref_premises_001,reference,reasoning_from_premises,0.052394702396525376
ref_fog_001,reference,uncertainty_under_fog,ref_sycophancy_001,reference,resist_sycophancy,0.04329421599558178
ref_fog_001,reference,uncertainty_under_fog,ref_fog_001,reference,uncertainty_under_fog,1.0
ref_fog_001,reference,uncertainty_under_fog,ref_orchestrator_001,reference,user_as_orchestrator,0.21452991787470532
ref_fog_001,reference,uncertainty_under_fog,ref_local_001,reference,local_sovereignty,0.2874841895964655
ref_fog_001,reference,uncertainty_under_fog,ref_ecological_confusion_001,reference,ecological_confusion,0.22651528507647983
ref_fog_001,reference,uncertainty_under_fog,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.17516140546142342
ref_fog_001,reference,uncertainty_under_fog,ref_sustainable_001,reference,sustainable_future,0.1744802336293432
ref_fog_001,reference,uncertainty_under_fog,con_mirror_not_cheer_001,contrast,mirror_not_cheer,-0.006632107494689545
ref_fog_001,reference,uncertainty_under_fog,con_open_frames_001,contrast,open_frames_not_closure,0.08829902426453502
ref_fog_001,reference,uncertainty_under_fog,con_premises_001,contrast,reasoning_from_premises,0.12751488556635915
ref_fog_001,reference,uncertainty_under_fog,con_sycophancy_001,contrast,resist_sycophancy,0.14001771506831398
ref_fog_001,reference,uncertainty_under_fog,con_fog_001,contrast,uncertainty_under_fog,0.18188188845559236
ref_fog_001,reference,uncertainty_under_fog,con_orchestrator_001,contrast,user_as_orchestrator,0.1251332690772943
ref_fog_001,reference,uncertainty_under_fog,con_local_001,contrast,local_sovereignty,0.21068555575760542
ref_fog_001,reference,uncertainty_under_fog,con_ecological_confusion_001,contrast,ecological_confusion,0.19700778567214994
ref_fog_001,reference,uncertainty_under_fog,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.0788547818141014
ref_fog_001,reference,uncertainty_under_fog,con_sustainable_001,contrast,sustainable_future,0.11421697652232503
ref_orchestrator_001,reference,user_as_orchestrator,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.1993108363267391
ref_orchestrator_001,reference,user_as_orchestrator,ref_open_frames_001,reference,open_frames_not_closure,0.28431602034228065
ref_orchestrator_001,reference,user_as_orchestrator,ref_premises_001,reference,reasoning_from_premises,0.26034823353527214
ref_orchestrator_001,reference,user_as_orchestrator,ref_sycophancy_001,reference,resist_sycophancy,0.1086730064053701
ref_orchestrator_001,reference,user_as_orchestrator,ref_fog_001,reference,uncertainty_under_fog,0.21452991787470532
ref_orchestrator_001,reference,user_as_orchestrator,ref_orchestrator_001,reference,user_as_orchestrator,0.9999999999999998
ref_orchestrator_001,reference,user_as_orchestrator,ref_local_001,reference,local_sovereignty,0.23356855377369165
ref_orchestrator_001,reference,user_as_orchestrator,ref_ecological_confusion_001,reference,ecological_confusion,0.20561312723185637
ref_orchestrator_001,reference,user_as_orchestrator,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.3485863356016717
ref_orchestrator_001,reference,user_as_orchestrator,ref_sustainable_001,reference,sustainable_future,0.14666037193722975
ref_orchestrator_001,reference,user_as_orchestrator,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.14412370268828809
ref_orchestrator_001,reference,user_as_orchestrator,con_open_frames_001,contrast,open_frames_not_closure,0.2748217499417373
ref_orchestrator_001,reference,user_as_orchestrator,con_premises_001,contrast,reasoning_from_premises,0.15102927448465933
ref_orchestrator_001,reference,user_as_orchestrator,con_sycophancy_001,contrast,resist_sycophancy,0.07380892598448975
ref_orchestrator_001,reference,user_as_orchestrator,con_fog_001,contrast,uncertainty_under_fog,0.2313592556508828
ref_orchestrator_001,reference,user_as_orchestrator,con_orchestrator_001,contrast,user_as_orchestrator,0.18715120780669017
ref_orchestrator_001,reference,user_as_orchestrator,con_local_001,contrast,local_sovereignty,0.11841328165100995
ref_orchestrator_001,reference,user_as_orchestrator,con_ecological_confusion_001,contrast,ecological_confusion,0.32857497065586844
ref_orchestrator_001,reference,user_as_orchestrator,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.14383790830311732
ref_orchestrator_001,reference,user_as_orchestrator,con_sustainable_001,contrast,sustainable_future,0.3336207686440043
ref_local_001,reference,local_sovereignty,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.39215145251103745
ref_local_001,reference,local_sovereignty,ref_open_frames_001,reference,open_frames_not_closure,0.08063311557559809
ref_local_001,reference,local_sovereignty,ref_premises_001,reference,reasoning_from_premises,0.16192068923775166
ref_local_001,reference,local_sovereignty,ref_sycophancy_001,reference,resist_sycophancy,0.06523339468436909
ref_local_001,reference,local_sovereignty,ref_fog_001,reference,uncertainty_under_fog,0.2874841895964655
ref_local_001,reference,local_sovereignty,ref_orchestrator_001,reference,user_as_orchestrator,0.23356855377369165
ref_local_001,reference,local_sovereignty,ref_local_001,reference,local_sovereignty,1.0
ref_local_001,reference,local_sovereignty,ref_ecological_confusion_001,reference,ecological_confusion,0.23016446619948994
ref_local_001,reference,local_sovereignty,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.2470463488346438
ref_local_001,reference,local_sovereignty,ref_sustainable_001,reference,sustainable_future,0.3640384079308709
ref_local_001,reference,local_sovereignty,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.09908579618372025
ref_local_001,reference,local_sovereignty,con_open_frames_001,contrast,open_frames_not_closure,0.1336565189812622
ref_local_001,reference,local_sovereignty,con_premises_001,contrast,reasoning_from_premises,0.12218771342430731
ref_local_001,reference,local_sovereignty,con_sycophancy_001,contrast,resist_sycophancy,0.04656537003325487
ref_local_001,reference,local_sovereignty,con_fog_001,contrast,uncertainty_under_fog,0.07455779106429576
ref_local_001,reference,local_sovereignty,con_orchestrator_001,contrast,user_as_orchestrator,-0.03836923325331791
ref_local_001,reference,local_sovereignty,con_local_001,contrast,local_sovereignty,0.5102885281375285
ref_local_001,reference,local_sovereignty,con_ecological_confusion_001,contrast,ecological_confusion,0.21162121010312507
ref_local_001,reference,local_sovereignty,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.09507962370613729
ref_local_001,reference,local_sovereignty,con_sustainable_001,contrast,sustainable_future,0.21489742826537267
ref_ecological_confusion_001,reference,ecological_confusion,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.24395585094148733
ref_ecological_confusion_001,reference,ecological_confusion,ref_open_frames_001,reference,open_frames_not_closure,0.11116470162251335
ref_ecological_confusion_001,reference,ecological_confusion,ref_premises_001,reference,reasoning_from_premises,0.20300034635680822
ref_ecological_confusion_001,reference,ecological_confusion,ref_sycophancy_001,reference,resist_sycophancy,0.1713330021525633
ref_ecological_confusion_001,reference,ecological_confusion,ref_fog_001,reference,uncertainty_under_fog,0.22651528507647983
ref_ecological_confusion_001,reference,ecological_confusion,ref_orchestrator_001,reference,user_as_orchestrator,0.20561312723185637
ref_ecological_confusion_001,reference,ecological_confusion,ref_local_001,reference,local_sovereignty,0.23016446619948994
ref_ecological_confusion_001,reference,ecological_confusion,ref_ecological_confusion_001,reference,ecological_confusion,0.9999999999999998
ref_ecological_confusion_001,reference,ecological_confusion,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.18506916005320273
ref_ecological_confusion_001,reference,ecological_confusion,ref_sustainable_001,reference,sustainable_future,0.08244199117071843
ref_ecological_confusion_001,reference,ecological_confusion,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.03442137583296297
ref_ecological_confusion_001,reference,ecological_confusion,con_open_frames_001,contrast,open_frames_not_closure,0.23326783790931566
ref_ecological_confusion_001,reference,ecological_confusion,con_premises_001,contrast,reasoning_from_premises,0.23934201706657285
ref_ecological_confusion_001,reference,ecological_confusion,con_sycophancy_001,contrast,resist_sycophancy,0.09680976660981093
ref_ecological_confusion_001,reference,ecological_confusion,con_fog_001,contrast,uncertainty_under_fog,0.3573052346591975
ref_ecological_confusion_001,reference,ecological_confusion,con_orchestrator_001,contrast,user_as_orchestrator,0.08436346871255694
ref_ecological_confusion_001,reference,ecological_confusion,con_local_001,contrast,local_sovereignty,0.010833331275819659
ref_ecological_confusion_001,reference,ecological_confusion,con_ecological_confusion_001,contrast,ecological_confusion,0.22430118792045747
ref_ecological_confusion_001,reference,ecological_confusion,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.06989575813686467
ref_ecological_confusion_001,reference,ecological_confusion,con_sustainable_001,contrast,sustainable_future,0.2388553592642416
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.2422859362545527
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_open_frames_001,reference,open_frames_not_closure,0.1164665262070232
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_premises_001,reference,reasoning_from_premises,0.3411161434960818
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_sycophancy_001,reference,resist_sycophancy,0.18389299902664977
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_fog_001,reference,uncertainty_under_fog,0.17516140546142342
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_orchestrator_001,reference,user_as_orchestrator,0.3485863356016717
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_local_001,reference,local_sovereignty,0.2470463488346438
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_ecological_confusion_001,reference,ecological_confusion,0.18506916005320273
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_tradeoffs_001,reference,noncoercive_tradeoffs,1.0
ref_tradeoffs_001,reference,noncoercive_tradeoffs,ref_sustainable_001,reference,sustainable_future,0.3272732075963947
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.15959798096565464
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_open_frames_001,contrast,open_frames_not_closure,0.24143596077865861
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_premises_001,contrast,reasoning_from_premises,0.3310311167521677
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_sycophancy_001,contrast,resist_sycophancy,0.18131232111794732
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_fog_001,contrast,uncertainty_under_fog,0.23480642305765
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_orchestrator_001,contrast,user_as_orchestrator,0.10581219443227863
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_local_001,contrast,local_sovereignty,0.10343888427876803
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_ecological_confusion_001,contrast,ecological_confusion,0.3682841359358006
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.3490798874620541
ref_tradeoffs_001,reference,noncoercive_tradeoffs,con_sustainable_001,contrast,sustainable_future,0.38744415666734466
ref_sustainable_001,reference,sustainable_future,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.5135548703963938
ref_sustainable_001,reference,sustainable_future,ref_open_frames_001,reference,open_frames_not_closure,0.06843093862781398
ref_sustainable_001,reference,sustainable_future,ref_premises_001,reference,reasoning_from_premises,0.17736174440710403
ref_sustainable_001,reference,sustainable_future,ref_sycophancy_001,reference,resist_sycophancy,0.11980207498866065
ref_sustainable_001,reference,sustainable_future,ref_fog_001,reference,uncertainty_under_fog,0.1744802336293432
ref_sustainable_001,reference,sustainable_future,ref_orchestrator_001,reference,user_as_orchestrator,0.14666037193722975
ref_sustainable_001,reference,sustainable_future,ref_local_001,reference,local_sovereignty,0.3640384079308709
ref_sustainable_001,reference,sustainable_future,ref_ecological_confusion_001,reference,ecological_confusion,0.08244199117071843
ref_sustainable_001,reference,sustainable_future,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.3272732075963947
ref_sustainable_001,reference,sustainable_future,ref_sustainable_001,reference,sustainable_future,1.0
ref_sustainable_001,reference,sustainable_future,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.04671176816049176
ref_sustainable_001,reference,sustainable_future,con_open_frames_001,contrast,open_frames_not_closure,0.21286681351496337
ref_sustainable_001,reference,sustainable_future,con_premises_001,contrast,reasoning_from_premises,0.14954126619487956
ref_sustainable_001,reference,sustainable_future,con_sycophancy_001,contrast,resist_sycophancy,0.09956313407548924
ref_sustainable_001,reference,sustainable_future,con_fog_001,contrast,uncertainty_under_fog,0.13047514215703881
ref_sustainable_001,reference,sustainable_future,con_orchestrator_001,contrast,user_as_orchestrator,0.13918907706743402
ref_sustainable_001,reference,sustainable_future,con_local_001,contrast,local_sovereignty,-0.017367939353136977
ref_sustainable_001,reference,sustainable_future,con_ecological_confusion_001,contrast,ecological_confusion,0.13854549832452695
ref_sustainable_001,reference,sustainable_future,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.26314425296759414
ref_sustainable_001,reference,sustainable_future,con_sustainable_001,contrast,sustainable_future,0.31954778087999103
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.1197697158716473
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_open_frames_001,reference,open_frames_not_closure,0.14333140895748683
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_premises_001,reference,reasoning_from_premises,0.2460379297733883
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_sycophancy_001,reference,resist_sycophancy,0.1413089635518134
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_fog_001,reference,uncertainty_under_fog,-0.006632107494689545
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_orchestrator_001,reference,user_as_orchestrator,0.14412370268828809
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_local_001,reference,local_sovereignty,0.09908579618372025
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_ecological_confusion_001,reference,ecological_confusion,0.03442137583296297
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.15959798096565464
con_mirror_not_cheer_001,contrast,mirror_not_cheer,ref_sustainable_001,reference,sustainable_future,0.04671176816049176
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_mirror_not_cheer_001,contrast,mirror_not_cheer,1.0
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_open_frames_001,contrast,open_frames_not_closure,0.24222240137780213
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_premises_001,contrast,reasoning_from_premises,0.20160623878737582
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_sycophancy_001,contrast,resist_sycophancy,0.24454715323218562
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_fog_001,contrast,uncertainty_under_fog,0.17131398012781007
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_orchestrator_001,contrast,user_as_orchestrator,0.20322537995157866
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_local_001,contrast,local_sovereignty,0.14328965328391108
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_ecological_confusion_001,contrast,ecological_confusion,0.206400219925596
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.3466025477870632
con_mirror_not_cheer_001,contrast,mirror_not_cheer,con_sustainable_001,contrast,sustainable_future,0.11613992495341913
con_open_frames_001,contrast,open_frames_not_closure,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.2018667130763225
con_open_frames_001,contrast,open_frames_not_closure,ref_open_frames_001,reference,open_frames_not_closure,0.22555350809763616
con_open_frames_001,contrast,open_frames_not_closure,ref_premises_001,reference,reasoning_from_premises,0.25299154486218073
con_open_frames_001,contrast,open_frames_not_closure,ref_sycophancy_001,reference,resist_sycophancy,0.24218123756207358
con_open_frames_001,contrast,open_frames_not_closure,ref_fog_001,reference,uncertainty_under_fog,0.08829902426453502
con_open_frames_001,contrast,open_frames_not_closure,ref_orchestrator_001,reference,user_as_orchestrator,0.2748217499417373
con_open_frames_001,contrast,open_frames_not_closure,ref_local_001,reference,local_sovereignty,0.1336565189812622
con_open_frames_001,contrast,open_frames_not_closure,ref_ecological_confusion_001,reference,ecological_confusion,0.23326783790931566
con_open_frames_001,contrast,open_frames_not_closure,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.24143596077865861
con_open_frames_001,contrast,open_frames_not_closure,ref_sustainable_001,reference,sustainable_future,0.21286681351496337
con_open_frames_001,contrast,open_frames_not_closure,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.24222240137780213
con_open_frames_001,contrast,open_frames_not_closure,con_open_frames_001,contrast,open_frames_not_closure,0.9999999999999999
con_open_frames_001,contrast,open_frames_not_closure,con_premises_001,contrast,reasoning_from_premises,0.3280420480555786
con_open_frames_001,contrast,open_frames_not_closure,con_sycophancy_001,contrast,resist_sycophancy,0.24722777001706528
con_open_frames_001,contrast,open_frames_not_closure,con_fog_001,contrast,uncertainty_under_fog,0.2761804175518908
con_open_frames_001,contrast,open_frames_not_closure,con_orchestrator_001,contrast,user_as_orchestrator,0.20860539851856247
con_open_frames_001,contrast,open_frames_not_closure,con_local_001,contrast,local_sovereignty,0.01598133647344151
con_open_frames_001,contrast,open_frames_not_closure,con_ecological_confusion_001,contrast,ecological_confusion,0.2742790523186857
con_open_frames_001,contrast,open_frames_not_closure,con_tradeoffs_001,contrast,noncoercive_tradeoffs,0.29493755576976527
con_open_frames_001,contrast,open_frames_not_closure,con_sustainable_001,contrast,sustainable_future,0.244896241750914
con_premises_001,contrast,reasoning_from_premises,ref_mirror_not_cheer_001,reference,mirror_not_cheer,0.22474351914472174
con_premises_001,contrast,reasoning_from_premises,ref_open_frames_001,reference,open_frames_not_closure,0.2015637690454128
con_premises_001,contrast,reasoning_from_premises,ref_premises_001,reference,reasoning_from_premises,0.41597348734762896
con_premises_001,contrast,reasoning_from_premises,ref_sycophancy_001,reference,resist_sycophancy,0.12977066519588268
con_premises_001,contrast,reasoning_from_premises,ref_fog_001,reference,uncertainty_under_fog,0.12751488556635915
con_premises_001,contrast,reasoning_from_premises,ref_orchestrator_001,reference,user_as_orchestrator,0.15102927448465933
con_premises_001,contrast,reasoning_from_premises,ref_local_001,reference,local_sovereignty,0.12218771342430731
con_premises_001,contrast,reasoning_from_premises,ref_ecological_confusion_001,reference,ecological_confusion,0.23934201706657285
con_premises_001,contrast,reasoning_from_premises,ref_tradeoffs_001,reference,noncoercive_tradeoffs,0.3310311167521677
con_premises_001,contrast,reasoning_from_premises,ref_sustainable_001,reference,sustainable_future,0.14954126619487956
con_premises_001,contrast,reasoning_from_premises,con_mirror_not_cheer_001,contrast,mirror_not_cheer,0.20160623878737582
